name,address,phone,date,link,type,page,latitude_dms,latitude,longitude
423,龍江路61號對面（號誌控制器旁）,02-23660399,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/4ff123c8-08a3-466f-ea78-08dba9f6a3cc,舊衣類,54,"25°03'00.4""N 121°32'25.4""E",25.05011111,121.5403889
424,民權東路三段60巷11號對面(圍牆邊),02-23660399,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/695181fc-9987-4e2d-ea79-08dba9f6a3cc,舊衣類,54,"25°03'38.7""N 121°32'32.5""E",25.06075,121.5423611
425,長春路163巷口（圍牆邊）,02-23660399,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/8f5210b4-d561-4762-ea7a-08dba9f6a3cc,舊衣類,54,"25°03'21.6""N 121°32'01.5""E",25.056,121.53375
428,遼寧街62巷口,02-23660399,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/c3c0a514-b005-4a3a-ea7b-08dba9f6a3cc,舊衣類,54,"25°03'02.3""N 121°32'31.5""E",25.05063889,121.5420833
430,中原街110號對面,02-23660399,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/7d9ab49c-7a68-4f32-ea7c-08dba9f6a3cc,舊衣類,54,"25°03'38.9""N 121°31'44.3""E",25.06080556,121.5289722
431,明水路606巷口（行道樹旁）,02-23660399,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/14518b2a-8fab-4e5c-ea7d-08dba9f6a3cc,舊衣類,54,"25°04'55.0""N 121°33'05.5""E",25.08194444,121.5515278
433,吉林路108巷6號對面(圍牆邊),02-23660399,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/5f6f0730-945f-498f-ea7e-08dba9f6a3cc,舊衣類,54,"25°03'12.3""N 121°31'46.0""E",25.05341667,121.5294444
434,吉林路132號對面（電器設備旁）,02-23660399,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/85215c34-910c-4604-ea7f-08dba9f6a3cc,舊衣類,54,"25°03'19.2""N 121°31'47.7""E",25.05533333,121.5299167
534,中山北路2段116巷17號旁,0937-862-107,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/ae681d25-d304-40b1-ea80-08dba9f6a3cc,舊衣類,54,"25°03'39.8""N 121°31'18.5""E",25.06105556,121.5218056
536,龍江路298巷底與合江街交叉口(路燈下方),0937-862-107,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/245afd87-e8a1-4faa-ea81-08dba9f6a3cc,舊衣類,54,"25°03'42.4""N 121°32'21.5""E",25.06177778,121.5393056
542,民生西路3巷9號旁(圍牆邊),0937-862-107,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/feede1e2-b507-45c2-ea82-08dba9f6a3cc,舊衣類,55,"25°03'35.0""N 121°31'18.7""E",25.05972222,121.5218611
551,樂群二路147號斜前方(行道樹旁),0937-862-107,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/01dd618c-afe5-4bba-ea83-08dba9f6a3cc,舊衣類,55,"25°04'48.0""N 121°33'26.5""E",25.08,121.5573611
552,明水路與樂群二路交叉口(公車站牌旁),0937-862-107,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/63c8766d-509b-49e4-ea84-08dba9f6a3cc,舊衣類,55,"25°04'48.4""N 121°33'09.1""E",25.08011111,121.5525278
553,大直街20巷34號對面,0937-862-107,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/33e356cc-b80f-4610-ea85-08dba9f6a3cc,舊衣類,55,"25°04'52.5""N 121°32'41.5""E",25.08125,121.5448611
554,撫順街30號旁(燈桿旁),0937-862-107,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/6ec18ccc-ed3d-40be-ea86-08dba9f6a3cc,舊衣類,55,"25°03'48.2""N 121°31'09.6""E",25.06338889,121.5193333
646,長安東路一段35號旁電箱,02-25060676,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/bfe8d238-d1f5-4e70-ea87-08dba9f6a3cc,舊衣類,55,"25°02'57.4""N 121°31'30.3""E",25.04927778,121.5250833
647,新生北路1段108之2號,02-25060676,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/0f840246-62ff-4346-ea88-08dba9f6a3cc,舊衣類,55,"25°02'58.4""N 121°31'41.8""E",25.04955556,121.5282778
648,南京東路1段132巷和林森北路159巷交叉口,02-25060676,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/7c1e9990-5a76-4c49-ea89-08dba9f6a3cc,舊衣類,55,"25°03'05.0""N 121°31'37.7""E",25.05138889,121.5271389
789,新生北路3段35號旁防火巷前柱旁,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/da2c6d83-64f6-490b-ea8a-08dba9f6a3cc,舊衣類,55,"25°03'54.5""N 121°31'40.9""E",25.06513889,121.5280278
829,復興北路488巷31號對面,02-27775940,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/e22cb499-3152-4e67-ea8b-08dba9f6a3cc,舊衣類,55,"25°03'55.7""N 121°32'33.8""E",25.06547222,121.5427222
832,長安東路1段56巷公園電信箱旁,02-27775940,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/6e1df27b-5e9b-443d-ea8c-08dba9f6a3cc,舊衣類,56,"25°02'31.8""N 121°33'24.6""E",25.04216667,121.5568333
834,松江路77巷過伊通街口處,02-27775940,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/1419d931-abc4-4337-ea8d-08dba9f6a3cc,舊衣類,56,"25°02'59.3""N 121°32'05.8""E",25.04980556,121.5349444
847,渭水路2-1號對面電箱旁,02-27775940,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/8d1da580-34b8-4418-ea8e-08dba9f6a3cc,舊衣類,56,"25°02'44.9""N 121°32'01.4""E",25.04580556,121.5337222
854,復興北路514巷514巷10號旁,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/895df65a-84b1-420b-ea8f-08dba9f6a3cc,舊衣類,56,"25°03'57.0""N 121°32'37.4""E",25.06583333,121.5437222
855,松江路127號與四平街口變電箱旁,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/553ed8e6-86fd-4350-ea90-08dba9f6a3cc,舊衣類,56,"25°03'12.8""N 121°31'59.4""E",25.05355556,121.5331667
856,松江路123巷與伊通街口電箱旁,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/ad1383e4-4312-4034-ea91-08dba9f6a3cc,舊衣類,56,"25°03'10.5""N 121°32'04.7""E",25.05291667,121.5346389
857,建國北路2段與四平街口,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/8aa97c7f-af34-4f05-ea92-08dba9f6a3cc,舊衣類,56,"25°03'12.9""N 121°32'11.7""E",25.05358333,121.5365833
858,伊通街與長春路電箱下,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/f40b3129-6f4a-44ad-ea93-08dba9f6a3cc,舊衣類,56,"25°03'16.7""N 121°32'05.5""E",25.05463889,121.5348611
859,長春路327巷口,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/d89d23f0-bc2e-4241-ea94-08dba9f6a3cc,舊衣類,56,"25°03'16.6""N 121°32'36.8""E",25.05461111,121.5435556
864,復興北路514巷66號對面電箱旁,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/9d896f97-b4a9-4094-ea95-08dba9f6a3cc,舊衣類,56,"25°03'57.7""N 121°32'28.4""E",25.06602778,121.5412222
866,龍江路457巷口,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/12576e1f-b9da-465a-ea96-08dba9f6a3cc,舊衣類,57,"25°04'03.2""N 121°32'28.1""E",25.06755556,121.5411389
885,長安東路2段35巷7號對面(長安國中側門旁),02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/705e004b-02a2-4599-ea97-08dba9f6a3cc,舊衣類,57,"25°02'56.5""N 121°31'53.3""E",25.04902778,121.5314722
992,中山區吉林路456巷(巷口路燈下),02-23366516,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/ab35747d-5803-48fc-ea98-08dba9f6a3cc,舊衣類,57,"25°02'39.6""N 121°34'43.9""E",25.04433333,121.5788611
993,中山區北安路649號旁,02-23366516,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/b910ae10-e33c-4a64-ea99-08dba9f6a3cc,舊衣類,57,"25°02'33.8""N 121°34'53.9""E",25.04272222,121.5816389
1037,雙城街10巷6號,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/53dcc1de-fdba-4de6-ea9a-08dba9f6a3cc,舊衣類,57,"25°03'50.9""N 121°31'27.1""E",25.06413889,121.5241944
1039,松江路252巷5號斜對面（圍牆邊）,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/751e46e1-cb7f-4858-ea9b-08dba9f6a3cc,舊衣類,57,"25°03'33.7""N 121°31'56.5""E",25.05936111,121.5323611
1043,北安路670巷14號旁（公布欄邊）,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/38adf7b8-0648-40e9-ea9c-08dba9f6a3cc,舊衣類,57,"25°05'03.1""N 121°32'59.5""E",25.08419444,121.5498611
1077,北安路575號旁電桿旁邊,02-27099961,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/45c24766-6266-420e-ea9d-08dba9f6a3cc,舊衣類,57,"25°04'53.9""N 121°32'54.5""E",25.08163889,121.5484722
1078,北安路819號之1對面郵筒旁,02-27099961,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/31e48854-ee41-4653-ea9e-08dba9f6a3cc,舊衣類,57,"25°05'06.6""N 121°33'22.3""E",25.08516667,121.5561944
1079,龍江路12-1號旁,02-27099961,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/01aeec29-7a9a-45be-ea9f-08dba9f6a3cc,舊衣類,57,"25°02'52.9""N 121°32'24.9""E",25.04802778,121.54025
1114,松江路63巷18號對面,0931-283-199,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/2bb98eb9-1fee-4788-eaa0-08dba9f6a3cc,舊衣類,58,"25°01'01.9""N 121°33'37.2""E",25.01719444,121.5603333
1313,松江路402巷7弄2號對面(變電箱旁),0953-399-419,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/9747c130-9e68-42e7-eab9-08dba9f6a3cc,舊衣類,58,"25°03'51.6""N 121°31'57.2""E",25.06433333,121.5325556
1314,吉林路343巷口停車場旁,0953-399-419,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/0c3f9527-0976-43ec-eaba-08dba9f6a3cc,舊衣類,58,"25°03'51.7""N 121°31'49.5""E",25.06436111,121.5304167
1315,錦州街231巷口停車格旁,0953-399-419,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/8f6b74a3-cc0d-4f0f-eabb-08dba9f6a3cc,舊衣類,58,"25°03'40.8""N 121°31'57.0""E",25.06133333,121.5325
蒔尚極(僅供大樓住戶使用),撫順街15號,,2025/4/8,https://recycle.moenv.gov.tw/utmap/stations/9df3c9e4-d9d0-4317-70fc-08dd764991d3,舊衣類,58,"25°03'50.3""N 121°31'17.7""E",25.06397222,121.5215833
力麒麗麒(僅供大樓住戶使用),北安路829號,,2025/4/8,https://recycle.moenv.gov.tw/utmap/stations/6f70f921-b10b-4645-70fd-08dd764991d3,舊衣類,58,"25°05'06.6""N 121°33'25.1""E",25.08516667,121.5569722
力麒京棧(僅供大樓住戶使用),新生北路三段56巷19號,,2025/4/8,https://recycle.moenv.gov.tw/utmap/stations/35679381-3fc9-4e7a-70fe-08dd764991d3,舊衣類,58,"25°03'56.6""N 121°31'35.7""E",25.06572222,121.5265833
897,敬業三路177巷口電箱旁,02-25912695,2024/1/31,https://recycle.moenv.gov.tw/utmap/stations/9f940992-be4b-47c0-85b5-08dc22260d16,舊衣類,58,"25°04'43.0""N 121°33'22.3""E",25.07861111,121.5561944
1301,安東街16巷18弄口電桿下,0933-494-219,2024/1/31,https://recycle.moenv.gov.tw/utmap/stations/5f078746-5670-4d88-85b1-08dc22260d16,舊衣類,58,"25°02'43.1""N 121°32'26.8""E",25.04530556,121.5407778
1179,民生東路3段與合江街口,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/a26718ae-6811-48b6-e93c-08dba9f6a3cc,舊衣類,58,"25°03'27.8""N 121°32'21.1""E",25.05772222,121.5391944
梵帝崗,新生北路二段47號,,2024/9/26,https://recycle.moenv.gov.tw/utmap/stations/535fc429-0948-4d51-e20e-08dcddd32c92,舊衣類,59,"25°03'21.6""N 121°31'40.6""E",25.056,121.5279444
麗晶盛艷,中山北路1段83巷28～40號,,2024/9/25,https://recycle.moenv.gov.tw/utmap/stations/1ffd0f03-4eb6-46de-0564-08dcdd099ca5,舊衣類,59,"25°02'59.7""N 121°31'27.0""E",25.04991667,121.5241667
圓山景觀樓,明水路463號,02-2532-7721,2024/9/25,https://recycle.moenv.gov.tw/utmap/stations/05f6edff-26d1-4bce-0565-08dcdd099ca5,舊衣類,59,"25°04'40.9""N 121°33'04.4""E",25.07802778,121.5512222
金運金大廈,景興路282巷9號,,2024/9/26,https://recycle.moenv.gov.tw/utmap/stations/f89967c2-8544-4823-e20d-08dcddd32c92,舊衣類,59,"24°59'23.5""N 121°32'29.9""E",24.98986111,121.5416389
898,新光路1段31巷口,(02)25912695,2024/8/14,https://recycle.moenv.gov.tw/utmap/stations/2a99cf4e-ab09-479d-3d13-08dcbc2b948a,舊衣類,59,"24°59'21.5""N 121°34'25.3""E",24.98930556,121.5736944
690,興隆路2段153巷6弄1號對面電桿旁,02-25530253,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/edb65646-c27a-4437-eb69-08dba9f6a3cc,舊衣類,59,"25°00'04.4""N 121°32'45.1""E",25.00122222,121.5458611
691,興隆路2段215-2號牆邊,02-25530253,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/a5801cdd-8795-4f07-eb6a-08dba9f6a3cc,舊衣類,59,"25°00'04.0""N 121°32'52.4""E",25.00111111,121.5478889
709,光輝路16號斜對面電桿旁,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/9f363926-ea62-417a-eb6c-08dba9f6a3cc,舊衣類,59,"24°59'15.0""N 121°33'18.4""E",24.9875,121.5551111
719,樟新街18號右側前,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/c01c1ac7-2e10-46e1-eb6d-08dba9f6a3cc,舊衣類,59,"24°58'45.4""N 121°33'18.5""E",24.97927778,121.5551389
723,樟新街8巷底2桿間,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/da56b2ed-fa6a-4eb8-eb6e-08dba9f6a3cc,舊衣類,59,"24°58'46.2""N 121°33'14.4""E",24.9795,121.554
724,木新路3段243巷3弄7號斜對面,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/31bfde19-55f0-4b83-eb6f-08dba9f6a3cc,舊衣類,60,"24°58'50.7""N 121°33'33.7""E",24.98075,121.5593611
725,指南路3段2巷入口橋邊(指南路3段8號10號7-11門市旁),02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/12e17235-a934-4666-eb70-08dba9f6a3cc,舊衣類,60,"24°59'06.9""N 121°34'46.1""E",24.98525,121.5794722
726,指南路3段15號對面牆邊,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/5cefe224-cdd6-4f0f-eb71-08dba9f6a3cc,舊衣類,60,"24°59'06.3""N 121°34'47.9""E",24.98508333,121.5799722
727,興隆路2段233巷底,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/30c89e2d-9113-4760-eb72-08dba9f6a3cc,舊衣類,60,"25°00'08.1""N 121°33'01.2""E",25.00225,121.5503333
728,興隆路2段203巷2弄口,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/84edc2a3-656c-4895-eb73-08dba9f6a3cc,舊衣類,60,"25°00'04.4""N 121°32'58.4""E",25.00122222,121.5495556
729,興隆路4段96巷4弄口燈桿邊,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/6b6b6a6c-43bc-4eb9-eb74-08dba9f6a3cc,舊衣類,60,"24°58'59.9""N 121°33'41.0""E",24.98330556,121.5613889
730,興隆路4段74巷21弄口燈桿邊,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/61a671e8-20e1-4bcf-eb75-08dba9f6a3cc,舊衣類,60,"24°59'01.5""N 121°33'38.3""E",24.98375,121.5606389
731,羅斯福路5段150巷底,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/bcca2e0d-f56e-40db-eb76-08dba9f6a3cc,舊衣類,60,"25°00'23.7""N 121°32'11.4""E",25.00658333,121.5365
732,汀州路4段105巷口,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/ebacdb40-6d17-42da-eb77-08dba9f6a3cc,舊衣類,60,"25°00'23.9""N 121°32'11.3""E",25.00663889,121.5364722
751,試院路104號對面,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/2cb1c17c-44b7-4787-eb78-08dba9f6a3cc,舊衣類,60,"24°59'23.8""N 121°32'51.6""E",24.98994444,121.5476667
752,木柵路1段191巷口,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/4a9940a8-9190-49ae-eb79-08dba9f6a3cc,舊衣類,61,"24°59'16.7""N 121°33'04.5""E",24.98797222,121.55125
753,辛亥路7段5巷口,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/ea0a5501-c16a-4ff0-eb7a-08dba9f6a3cc,舊衣類,61,"24°59'13.8""N 121°33'08.9""E",24.98716667,121.5524722
754,木柵路1段59巷口桿邊,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/dca198e0-c1f0-432b-eb7b-08dba9f6a3cc,舊衣類,61,"24°59'12.8""N 121°32'45.7""E",24.98688889,121.5460278
755,木柵路1段6號旁對面,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/c5c718d0-4938-4873-eb7c-08dba9f6a3cc,舊衣類,61,"24°59'11.9""N 121°32'45.4""E",24.98663889,121.5459444
756,興隆路2段220巷31弄13號旁,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/f8bf39fc-dd16-4134-eb7d-08dba9f6a3cc,舊衣類,61,"25°00'00.6""N 121°33'11.7""E",25.00016667,121.55325
757,興隆路2段220巷55弄口對面,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/925c6d52-6f1d-4194-eb7e-08dba9f6a3cc,舊衣類,61,"24°59'58.6""N 121°33'05.5""E",24.99961111,121.5515278
758,辛亥路5段118巷口電氣設備邊,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/7a197202-6752-47b7-eb7f-08dba9f6a3cc,舊衣類,61,"24°59'50.5""N 121°33'07.7""E",24.99736111,121.5521389
759,福興路63巷4弄27號對面,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/f9be7da3-0ade-42a4-eb80-08dba9f6a3cc,舊衣類,61,"25°00'16.6""N 121°32'56.9""E",25.00461111,121.5491389
781,辛亥路4段101巷口電器設備旁,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/dec85361-17a7-46f0-eb8a-08dba9f6a3cc,舊衣類,61,"25°00'23.9""N 121°33'31.1""E",25.00663889,121.5586389
782,羅斯福路5段211巷17弄口,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/668e0a16-0f72-4176-eb8b-08dba9f6a3cc,舊衣類,61,"25°00'09.1""N 121°32'22.6""E",25.00252778,121.5396111
784,一壽街22號旁(里民活動中心旁),02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/f9f29b42-941f-41c3-eb8c-08dba9f6a3cc,舊衣類,62,"24°58'47.5""N 121°33'23.4""E",24.97986111,121.5565
808,臺北市和平東路4段88巷口,02-25994649,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/b51a5cf0-ce65-459d-eb8d-08dba9f6a3cc,舊衣類,62,"25°00'18.3""N 121°33'53.5""E",25.00508333,121.5648611
809,臺北市萬利街4號旁(萬芳1號公園),02-25994649,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/cca82d8c-1f6f-4eff-eb8e-08dba9f6a3cc,舊衣類,62,"25°00'01.1""N 121°33'47.0""E",25.00030556,121.5630556
1012,景華街22巷7號旁人行道,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/439521d3-fce7-4049-eb8f-08dba9f6a3cc,舊衣類,62,"24°59'39.8""N 121°32'32.4""E",24.99438889,121.5423333
1018,忠順街1段26巷30弄口,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/1d2c3ec3-1aa8-40b9-eb90-08dba9f6a3cc,舊衣類,62,"24°58'57.1""N 121°33'34.5""E",24.98252778,121.5595833
1019,木新路3段310巷12弄底公園邊,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/edc54277-bd35-4b3b-eb91-08dba9f6a3cc,舊衣類,62,"24°58'55.7""N 121°33'28.3""E",24.98213889,121.5578611
1020,景華街49巷5號斜對面公園邊,02-26886212,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/a572df7e-9d33-4193-eb92-08dba9f6a3cc,舊衣類,62,"24°59'43.8""N 121°32'34.2""E",24.9955,121.5428333
1046,秀明路2段15號對面變電箱旁,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/9f20143a-dc75-4469-eb93-08dba9f6a3cc,舊衣類,62,"24°59'32.8""N 121°34'31.0""E",24.99244444,121.5752778
1047,秀明路2段114號前,02-25912695,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/5a0830d7-1acd-4503-eb94-08dba9f6a3cc,舊衣類,62,"24°59'25.7""N 121°34'36.6""E",24.99047222,121.5768333
1054,景興路42巷口,0910-007-392,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/a759fbdb-2ea5-4526-eb95-08dba9f6a3cc,舊衣類,62,"24°59'50.0""N 121°32'40.9""E",24.99722222,121.5446944
1055,溪洲街137巷94號右邊電桿旁,0910-007-392,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/580c92dc-bbb8-4ecf-eb96-08dba9f6a3cc,舊衣類,63,"25°00'00.3""N 121°32'00.3""E",25.00008333,121.5334167
1056,景福街123號右邊,0910-007-392,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/e926dd53-55f0-4b6f-eb97-08dba9f6a3cc,舊衣類,63,"24°59'48.0""N 121°32'02.8""E",24.99666667,121.5341111
1057,羅斯福路5段236巷左邊,0910-007-392,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/2b23d3f9-5425-4432-eb98-08dba9f6a3cc,舊衣類,63,"24°59'48.0""N 121°31'39.1""E",24.99666667,121.5275278
1058,羅斯福路5段218巷39號左邊,0910-007-392,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/e1147ad1-80f5-41e5-eb99-08dba9f6a3cc,舊衣類,63,"25°00'07.5""N 121°32'13.1""E",25.00208333,121.5369722
1059,木新路3段310巷口陸橋旁,0910-007-392,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/12dce107-0397-4d13-eb9a-08dba9f6a3cc,舊衣類,63,"25°00'07.3""N 121°32'05.1""E",25.00202778,121.53475
1060,汀州路4段209號左前方,0910-007-392,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/af0ebf48-ed48-49a0-eb9b-08dba9f6a3cc,舊衣類,63,"25°00'11.4""N 121°32'01.3""E",25.00316667,121.5336944
1061,景福街54巷口,0910-007-392,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/4accacc1-983d-4712-eb9c-08dba9f6a3cc,舊衣類,63,"24°59'58.3""N 121°32'08.9""E",24.99952778,121.5358056
1062,景福街43號對面,0910-007-392,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/868a4653-05ee-45fc-eb9d-08dba9f6a3cc,舊衣類,63,"24°59'54.2""N 121°32'05.9""E",24.99838889,121.5349722
1063,木柵路1段294巷中山村巷口,0910-007-392,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/8152e28b-6d68-4fa1-eb9e-08dba9f6a3cc,舊衣類,63,"24°59'18.5""N 121°33'23.7""E",24.98847222,121.5565833
1066,溪口街1巷口,0910-007-392,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/070d183c-d7ac-446d-eb9f-08dba9f6a3cc,舊衣類,63,"24°59'38.4""N 121°32'18.8""E",24.994,121.5385556
1069,羅斯福路6段142巷20弄2-3號旁(公佈欄旁),0910-007-392,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/7043381e-fafd-4518-eba0-08dba9f6a3cc,舊衣類,64,"24°59'49.0""N 121°32'14.3""E",24.99694444,121.5373056
1070,羅斯福路6段142巷20弄19號對面(電信箱旁),0910-007-392,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/60b15a7e-a7dd-4006-eba1-08dba9f6a3cc,舊衣類,64,"24°59'50.5""N 121°32'14.3""E",24.99736111,121.5373056
1071,景福街3巷31號對面(變電箱旁),0910-007-392,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/2e785c66-a5e3-43a1-eba2-08dba9f6a3cc,舊衣類,64,"24°59'53.9""N 121°32'15.5""E",24.99830556,121.5376389
1072,溪口街66巷7號左邊(電線桿旁),0910-007-392,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/8d0e694d-9fee-4623-eba3-08dba9f6a3cc,舊衣類,64,"24°59'45.4""N 121°32'14.2""E",24.99594444,121.5372778
1075,景福街175巷口,0910-007-392,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/f833def6-58d3-4da9-eba4-08dba9f6a3cc,舊衣類,64,"24°59'47.7""N 121°32'14.6""E",24.99658333,121.5373889
1146,萬慶街22-2號斜對面燈桿旁,02-25991234,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/5468a8c5-e7ac-4f72-eba5-08dba9f6a3cc,舊衣類,64,"24°59'34.2""N 121°32'14.6""E",24.99283333,121.5373889
1147,溪口街55巷4弄16號對面,02-25991234,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/604630c8-a7e2-4f7f-eba6-08dba9f6a3cc,舊衣類,64,"24°59'41.9""N 121°32'12.7""E",24.99497222,121.5368611
1148,景福街133巷40號前燈桿旁,02-25991234,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/62b6c092-a432-4ba0-eba7-08dba9f6a3cc,舊衣類,64,"24°59'43.8""N 121°32'06.1""E",24.9955,121.5350278
1152,興隆路4段57巷口,0910-665-571,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/58b8cbd6-5848-431e-eba8-08dba9f6a3cc,舊衣類,64,"24°59'23.0""N 121°33'36.0""E",24.98972222,121.56
1153,木柵路2段109巷25弄口,0910-665-571,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/9585aef2-3a68-4f47-eba9-08dba9f6a3cc,舊衣類,64,"24°59'23.0""N 121°33'46.0""E",24.98972222,121.5627778
1154,光輝路132號對面巷口,0910-665-571,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/bf3dc9e7-c686-436e-ebaa-08dba9f6a3cc,舊衣類,65,"24°59'08.0""N 121°33'30.0""E",24.98555556,121.5583333
1155,興隆路3段與興德路口,0910-665-571,2023/8/31,https://recycle.moenv.gov.tw/utmap/stations/a69b2b2c-7363-481c-ebab-08dba9f6a3cc,舊衣類,65,"25°00'03.0""N 121°33'18.0""E",25.00083333,121.555
